attempt,success,complex idx,complex name,stoichiometry,graph hash,note,ligand names,ligand stoichiometries,ligand charges,ligand donors,batch idx,batch name,metal,oxi state,topology,similarity,total charge,optimization,isomers,random seed
187,True,41.0,EWOGIGIP,C39H39N3O2Pd1S1,54524ad1fc3e7de634b68ee65aed07b1,no optimization,"('unq_CSD-PAPTIK-03-a', 'unq_CSD-PAWQUA-02-a', 'unq_CSD-PACHAE-01-a')","('C9H12N2S1', 'C12H14N1O1', 'C18H13O1')","(0.0, -1.0, -1.0)","('N-N-S', 'C-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
188,False,,,C36H24Cl2N5O4P1Pd1S1,,clashing ligands,"('unq_CSD-PASFOF-03-a', 'unq_CSD-PAXGIH-02-a', 'unq_CSD-PAJDOV-01-a')","('C15H11N3', 'C6Cl2O4', 'C15H13N2P1S1')","(0.0, -2.0, 0.0)","('N-N-N', 'O-O', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
189,False,,,C24H33Br1N6O1Pd1S2,,clashing ligands,"('unq_CSD-PASWOY-03-a', 'unq_CSD-PASLAX-02-a', 'unq_CSD-PATGEW-01-a')","('C11H5Br1N4O1', 'C11H24S2', 'C2H4N2')","(-2.0, 0.0, 0.0)","('N-N-O', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
190,False,,,C34H58N4O2Pd1,,non-planar tridentate,"('unq_CSD-PAHMUJ-03-a', 'unq_CSD-PANTAB-02-a', 'unq_CSD-OZUZIT-01-a')","('C9H21N3', 'C23H32N1O2', 'C2H5')","(0.0, -1.0, -1.0)","('N-N-N', 'N-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
191,False,,,C42H40F1N1O1P2Pd1,,haptic ligand,"('unq_CSD-PARGUL-03-a', 'unq_CSD-PASQOP-02-a', 'unq_CSD-PAJQIA-01-c')","('C7H7', 'C29H29N1O1P2', 'C6H4F1')","(-1.0, 0.0, -1.0)","('C-C-C', 'P-P', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
192,False,,,C40H36N6O3Pd1S1,,clashing ligands,"('unq_CSD-PAGXOK-03-a', 'unq_CSD-PAVHOK-02-a', 'unq_CSD-PAPHAS-01-a')","('C12H12N3O1', 'C16H14N3O1', 'C12H10O1S1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
193,False,,,C22H35N1O1Pd1S2Si2,,haptic ligand,"('unq_CSD-PAFWEZ-03-a', 'unq_CSD-PAPHEZ-02-a', 'unq_CSD-PACYUO-01-b')","('C9H21Si2', 'C7H7S2', 'C6H7N1O1')","(-1.0, -1.0, 0.0)","('C-C-C', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
194,True,42.0,UFIKUTOY,C38H43N4O2P1Pd1,cd2e96710c660daf59ce120d3ea8ce9a,no optimization,"('unq_CSD-PCSCUP20-03-b', 'unq_CSD-PAZXEU-02-b', 'unq_CSD-PABKEI-01-b')","('C13H10N3O2', 'C16H12N1', 'C9H21P1')","(-1.0, -1.0, 0.0)","('N-N-O', 'C-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
195,True,43.0,NETIMAMA,C25H23N3O6Pd1,99d5a6493e51ad856df092e305348873,no optimization,"('unq_CSD-PABYUN-03-a', 'unq_CSD-PEBXAV-02-a', 'unq_CSD-PACCOL-01-a')","('C17H11N2O2', 'C7H12O4', 'C1N1')","(-1.0, 0.0, -1.0)","('C-N-N', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
196,False,,,C42H40N3O3P1Pd1,,clashing ligands,"('unq_CSD-PCSCUP20-03-a', 'unq_CSD-PAXMIL-02-a', 'unq_CSD-PALHAN-01-b')","('C13H11N3O2', 'C19H17O1P1', 'C10H12')","(0.0, 0.0, -2.0)","('N-N-O', 'O-P', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
197,True,44.0,OCANEJAZ,C34H37Cl1N4O5Pd1,85ed9649ec929baffa3b1d26504dbdd4,no optimization,"('unq_CSD-PAKYUX-03-a', 'unq_CSD-PAHCAF-02-a', 'unq_CSD-PASVUB-01-a')","('C11H13Cl1N1O3', 'C16H18N1O2', 'C7H6N2')","(-1.0, -1.0, 0.0)","('N-O-O', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
198,False,,,C35H40N7P1Pd1,,clashing ligands,"('unq_CSD-PADDAD-03-a', 'unq_CSD-PAKZEH-02-a', 'unq_CSD-PAYHUU-01-e')","('C16H14N3', 'C17H26N1P1', 'C2N3')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
199,False,,,C52H66B1N9Pd1,,non-planar tridentate,"('unq_CSD-PAFLAL-03-a', 'unq_CSD-PADDUU-02-a', 'unq_CSD-PANKIB-01-c')","('C15H22B1N6', 'C14H15N2', 'C23H29N1')","(-1.0, -1.0, 0.0)","('N-N-N', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
200,False,,,C47H81N3O2Pd1S2,,non-planar tridentate,"('unq_CSD-PAQSAC-03-a', 'unq_CSD-PAQZEM-02-a', 'unq_CSD-PAHJIT-01-b')","('C35H52N2', 'C8H18O2S2', 'C4H11N1')","(-2.0, 0.0, 0.0)","('C-N-N', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
201,False,,,C49H45F3N6O3Pd1,,clashing ligands,"('unq_CSD-PADWOJ-03-a', 'unq_CSD-PECLIV-02-a', 'unq_CSD-PAMPID-01-a')","('C26H27N2', 'C11H8F3O3', 'C12H10N4')","(-1.0, -1.0, 0.0)","('C-N-N', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
202,True,45.0,ZIREVOFI,C29H24N8O5Pd1S1,be8198566eafab53f87c73cf11cc68a3,no optimization,"('unq_CSD-PAYZUN-03-a', 'unq_CSD-PAXSEP-02-a', 'unq_CSD-PEBGOS-01-a')","('C10H6N5O2', 'C10H8N2O2', 'C9H10N1O1S1')","(-1.0, 0.0, -1.0)","('N-N-N', 'N-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
203,False,,,C28H31B1N10O1Pd1S2,,non-planar tridentate,"('unq_CSD-PAKXEF-03-a', 'unq_CSD-PALKIY-02-a', 'unq_CSD-PATTOT-01-a')","('C9H10B1N6', 'C15H14N4', 'C4H7O1S2')","(-1.0, 0.0, -1.0)","('N-N-N', 'C-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
204,False,,,C34H26N8O2Pd1,,non-planar tridentate,"('unq_CSD-PABLOW-03-a', 'unq_CSD-PAQNOL-02-a', 'unq_CSD-PABGEF-01-a')","('C11H6N4O1', 'C20H14N4', 'C3H6O1')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
205,False,,,C45H48N7O2P1Pd1,,clashing ligands,"('unq_CSD-PALZOS-03-a', 'unq_CSD-PAGKUE-02-a', 'unq_CSD-PAKHEP-01-c')","('C15H15N5O1', 'C26H22N1O1P1', 'C4H11N1')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
206,False,,,C34H35N6O4P1Pd1,,non-planar tridentate,"('unq_CSD-PABLUC-03-a', 'unq_CSD-OZIZAA-02-a', 'unq_CSD-PAMNIB-01-a')","('C12H8N4O2', 'C12H12N2O2', 'C10H15P1')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
207,False,,,C31H29I1N10Pd1,,non-planar tridentate,"('unq_CSD-PAKFUD-03-a', 'unq_CSD-PACBIG-02-a', 'unq_CSD-PASGEW-01-a')","('C10H10N6', 'C14H15N2', 'C7H4I1N2')","(0.0, -1.0, -1.0)","('N-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
208,False,,,C35H29F2N5O4Pd1,,clashing ligands,"('unq_CSD-PAKBUZ-03-a', 'unq_CSD-OZIYON-02-a', 'unq_CSD-PAVNEG-01-a')","('C16H15N1O4', 'C10H6F2N2', 'C9H8N2')","(-2.0, 0.0, 0.0)","('C-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
209,False,,,C26H17F3N6O5Pd1S1,,clashing ligands,"('unq_CSD-PAHTEY-03-a', 'unq_CSD-PAHJEN-02-a', 'unq_CSD-PAFVOI-01-b')","('C18H12N6', 'C7H5O2', 'C1F3O3S1')","(0.0, -1.0, -1.0)","('N-N-N', 'O-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
210,False,,,C52H65N6P1Pd1S2,,clashing ligands,"('unq_CSD-PAQGEW-03-a', 'unq_CSD-PECHAH-02-a', 'unq_CSD-PARTEK-01-a')","('C25H33N5', 'C7H5N1S2', 'C20H27P1')","(0.0, -2.0, 0.0)","('N-N-N', 'S-S', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
211,True,46.0,LAKUTIQA,C44H32N6O2Pd1,518bb2d79e5c0fbc6c576fbc67ddb963,no optimization,"('unq_CSD-PAGCEF-03-a', 'unq_CSD-PAZXEU-02-b', 'unq_CSD-PEDXEC-01-a')","('C13H9N3O2', 'C16H12N1', 'C15H11N2')","(-2.0, -1.0, 1.0)","('N-O-O', 'C-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
212,False,,,C40H40N5O4P1Pd1S1,,non-planar tridentate,"('unq_CSD-PANZAH-03-a', 'unq_CSD-PAGLES-02-a', 'unq_CSD-PAPYIP-01-b')","('C15H13N3O2S1', 'C16H20N1P1', 'C9H7N1O2')","(-2.0, 0.0, 0.0)","('N-O-S', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
213,False,,,C65H94N11O17P1Pd1,,clashing ligands,"('unq_CSD-PADVUO-03-a', 'unq_CSD-PECQET-02-a', 'unq_CSD-PASQEI-01-a')","('C29H36N8', 'C30H40O16', 'C6H18N3O1P1')","(0.0, -2.0, 0.0)","('C-C-N', 'C-C', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
214,False,,,C38H48Cl2N6Pd1,,clashing ligands,"('unq_CSD-PAWWIU-03-a', 'unq_CSD-PAHQOG-02-a', 'unq_CSD-PAMLAS-01-c')","('C12H16Cl1N2', 'C21H28N3', 'C5H4Cl1N1')","(-1.0, -1.0, 0.0)","('C-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
215,False,,,C36H26N4O3Pd1S1,,clashing ligands,"('unq_CSD-PADGOS-03-a', 'unq_CSD-PAXSEP-02-a', 'unq_CSD-PASZUG-01-a')","('C13H9N1O1S1', 'C10H8N2O2', 'C13H9N1')","(-2.0, 0.0, 0.0)","('N-O-S', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
216,False,,,C32H46Cl1N5O4Pd1,,clashing ligands,"('unq_CSD-PAKYUX-03-a', 'unq_CSD-PAHQOF-02-a', 'unq_CSD-PASQEI-01-c')","('C11H13Cl1N1O3', 'C6H10N4', 'C15H23O1')","(-1.0, 0.0, -1.0)","('N-O-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
217,True,47.0,SUJOHODA,C37H31Cl1N8O1Pd1,1f150605833dcdc3c9caf58872fa324b,no optimization,"('unq_CSD-PAYMOT-03-a', 'unq_CSD-PAKCUA-02-a', 'unq_CSD-PALTOM-01-a')","('C15H10Cl1N3', 'C9H10N4O1', 'C13H11N1')","(0.0, 0.0, -2.0)","('N-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
218,True,48.0,FUYOGERU,C48H41N4O2P1Pd1,03814b2c78f9a8375575878c6ef024db,no optimization,"('unq_CSD-PECBEH-03-a', 'unq_CSD-PEBRAS-02-b', 'unq_CSD-PAYHOM01-01-a')","('C14H9N3O2', 'C21H22N1P1', 'C13H10')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-P', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
219,False,,,C43H74F6N4P2Pd1Si2,,clashing ligands,"('unq_CSD-OZOCIS-03-a', 'unq_CSD-OZURAE-02-a', 'unq_CSD-OZUFIZ-01-a')","('C16H37N1P2', 'C21H19F6N2', 'C6H18N1Si2')","(0.0, -1.0, -1.0)","('N-P-P', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
220,False,,,C22H36N4O4Pd1Si3,,haptic ligand,"('unq_CSD-PAFWEZ-03-a', 'unq_CSD-PAHLUG-02-a', 'unq_CSD-PAQXOV-01-b')","('C9H21Si2', 'C10H6N4O4', 'C3H9Si1')","(-1.0, 0.0, -1.0)","('C-C-C', 'N-N', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
221,True,49.0,UQOSAKUW,C41H29N8P1Pd1Se2,77945263fc3d8dfbdd5b3883ac0b6ecc,no optimization,"('unq_CSD-PATJAW-03-a', 'unq_CSD-PASECN-02-a', 'unq_CSD-PAXCAS-01-d')","('C24H16N6', 'C4N2Se2', 'C13H13P1')","(0.0, -2.0, 0.0)","('N-N-N', 'Se-Se', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
222,False,,,C40H32N6O3Pd1,,clashing ligands,"('unq_CSD-OZUSOT-03-a', 'unq_CSD-PAQJAV-02-c', 'unq_CSD-PAFJOZ-01-b')","('C18H14N4O1', 'C13H7N2O2', 'C9H11')","(0.0, -1.0, -1.0)","('N-N-O', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
223,True,50.0,EGIJONAR,C25H23N7O4Pd1,cb2c3196140f35c434ab9acf705a155c,no optimization,"('unq_CSD-PADJAH-03-a', 'unq_CSD-PAQPUV-02-a', 'unq_CSD-PAYPOW-01-b')","('C13H10N3O2', 'C8H9N2O2', 'C4H4N2')","(-1.0, -1.0, 0.0)","('N-O-O', 'N-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
224,False,,,C37H53N8P1Pd1,,non-planar tridentate,"('unq_CSD-PANPIF-03-a', 'unq_CSD-PACBOM-02-a', 'unq_CSD-OZOJUJ-01-b')","('C18H27N6P1', 'C18H23N2', 'C1H3')","(0.0, -1.0, -1.0)","('N-N-N', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
225,True,51.0,IPUVUJOK,C19H36N3O5P1Pd1,9d2e7764c2fe6720ce00048a6a981b27,no optimization,"('unq_CSD-PECNUG-03-a', 'unq_CSD-PANPIE-02-a', 'unq_CSD-PACLIR-01-a')","('C12H15N1O5', 'C4H12N2', 'C3H9P1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
226,False,,,C36H33Cl2N3P2Pd1S1Si1,,clashing ligands,"('unq_CSD-PAZMOS-03-a', 'unq_CSD-PAHWIE-02-a', 'unq_CSD-PABMUB-01-a')","('C31H27N1P2', 'C4H3N2S1', 'C1H3Cl2Si1')","(0.0, -1.0, -1.0)","('N-P-P', 'N-S', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
227,True,52.0,EXAXIBAQ,C22H26N6O1Pd1S3,c964b15dfbe0a89b711990d9830bcc71,no optimization,"('unq_CSD-PEBLUF-03-a', 'unq_CSD-PABQIV-02-a', 'unq_CSD-PAVZOE-01-b')","('C10H8N3O1S1', 'C7H10N1S2', 'C5H8N2')","(-1.0, -1.0, 0.0)","('N-N-O', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
228,False,,,C41H32Br1F4N4O3P1Pd1,,clashing ligands,"('unq_CSD-PADZIF-03-a', 'unq_CSD-PANGIW-02-a', 'unq_CSD-PAHNES-01-c')","('C19H14N3O1', 'C14H7Br1F4N1', 'C8H11O2P1')","(-1.0, -1.0, 0.0)","('N-N-O', 'C-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
229,True,53.0,SADEDOKO,C27H22N4O2Pd1S4,1408e9b348e6244112552c2451c391d2,no optimization,"('unq_CSD-PARXUE-03-a', 'unq_CSD-PAZWUJ-02-b', 'unq_CSD-PECBAB-01-a')","('C17H13N3O1', 'C7H4N1S2', 'C3H5O1S2')","(0.0, -1.0, -1.0)","('N-N-O', 'N-S', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
230,True,54.0,OMAYOFUV,C30H34N6O3Pd1,bb9818a05bb4b1a4c1a806448a9cf0a7,no optimization,"('unq_CSD-PALKAQ-03-a', 'unq_CSD-PAMJEV-02-a', 'unq_CSD-PACCOL-01-a')","('C15H14N4', 'C14H20N1O3', 'C1N1')","(0.0, -1.0, -1.0)","('C-N-N', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
231,False,,,C35H60Cl1N6P3Pd1S1,,haptic ligand,"('unq_CSD-PAQJUN-03-a', 'unq_CSD-PACLIQ-02-a', 'unq_CSD-PCPIMP10-01-a')","('C11H17N5S1', 'C16H36P3', 'C8H7Cl1N1')","(0.0, -1.0, -1.0)","('N-N-S', 'P-P', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
232,False,,,C32H40N6P2Pd1S1,,haptic ligand,"('unq_CSD-PAHTEY-03-a', 'unq_CSD-PECQOG-02-a', 'unq_CSD-PAFWIC-01-c')","('C18H12N6', 'C14H28P2', 'S1')","(0.0, 0.0, -2.0)","('N-N-N', 'C-C', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
233,False,,,C34H61N3P2Pd1S1,,clashing ligands,"('unq_CSD-OZOCIS-03-a', 'unq_CSD-PACBOM-02-a', 'unq_CSD-PEDXIF-01-f')","('C16H37N1P2', 'C18H23N2', 'H1S1')","(0.0, -1.0, -1.0)","('N-P-P', 'N-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
234,False,,,C44H61N5O3P2Pd1,,clashing ligands,"('unq_CSD-PAPKAT-03-a', 'unq_CSD-PAKZIL-02-a', 'unq_CSD-PAJRAV-01-c')","('C14H23N4O2', 'C17H25N1P1', 'C13H13O1P1')","(-1.0, -1.0, 0.0)","('N-N-O', 'C-P', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
235,False,,,C30H29N1O4Pd1,,haptic ligand,"('unq_CSD-PAYSUD-03-a', 'unq_CSD-PACHAE-02-a', 'unq_CSD-PAPQEC-01-b')","('C10H9', 'C4H10O2', 'C16H10N1O2')","(-1.0, 0.0, -1.0)","('C-C-C', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
236,False,,,C54H54N4O2P2Pd1S3,,clashing ligands,"('unq_CSD-PECJIR-03-a', 'unq_CSD-PAWQUA-02-a', 'unq_CSD-PAPHAS-01-a')","('C30H30N3P2S2', 'C12H14N1O1', 'C12H10O1S1')","(-1.0, -1.0, 0.0)","('N-S-S', 'C-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
237,True,55.0,WUQALAME,C62H75N7O2Pd1,00f4118525491334638c78fef3194fd0,no optimization,"('unq_CSD-PANCIT-03-a', 'unq_CSD-PAHLOZ-02-a', 'unq_CSD-PEBNIT-01-d')","('C33H33N5', 'C28H39N1O2', 'C1H3N1')","(0.0, 0.0, -2.0)","('N-N-N', 'N-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
238,False,,,C24H23N5O1Pd1S1,,clashing ligands,"('unq_CSD-PAMFIS-03-a', 'unq_CSD-PABYUO-02-a', 'unq_CSD-PEDXIF-01-f')","('C14H13N2O1', 'C10H9N3', 'H1S1')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
239,False,,,C47H56F6N13O2P1Pd1S2,,clashing ligands,"('unq_CSD-PANBEO-03-a', 'unq_CSD-OZUZUG-02-a', 'unq_CSD-PAGBOP-01-a')","('C15H21N5S2', 'C32H35N8O2', 'F6P1')","(-2.0, 1.0, -1.0)","('N-S-S', 'N-O', 'F')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
240,False,,,C37H42B1N7O3Pd1,,non-planar tridentate,"('unq_CSD-PECQOG-03-a', 'unq_CSD-PABGEF-02-a', 'unq_CSD-PAFWIF-01-a')","('C18H28B1N6', 'C7H5O2', 'C12H9N1O1')","(-1.0, -1.0, 0.0)","('N-N-N', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
241,True,56.0,NEZIZUFE,C31H24N6O6Pd1,33a6fa640960eb614e8876cb8d7a6d53,no optimization,"('unq_CSD-PCSCUP20-03-b', 'unq_CSD-PAPDES-02-a', 'unq_CSD-OZOMOI-01-d')","('C13H10N3O2', 'C13H9N2O4', 'C5H5N1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
242,False,,,C44H43Cl1N5O3P1Pd1S1,,clashing ligands,"('unq_CSD-PAKYUX-03-a', 'unq_CSD-PACBIG-02-a', 'unq_CSD-PAJDUB-01-b')","('C11H13Cl1N1O3', 'C14H15N2', 'C19H15N2P1S1')","(-1.0, -1.0, 0.0)","('N-O-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
243,False,,,C30H42N4O1Pd1,,clashing ligands,"('unq_CSD-PECTEW-03-a', 'unq_CSD-PAHMOD-02-a', 'unq_CSD-PASYAM-01-c')","('C17H11N1', 'C9H21N3', 'C4H10O1')","(-2.0, 0.0, 0.0)","('C-C-N', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
244,True,57.0,ALIJELOW,C21H27Ge1N7O1Pd1,1cbc9bac1fd480304d18d7af637e3ec6,no optimization,"('unq_CSD-PAGXOK-03-a', 'unq_CSD-PAVZAO-02-a', 'unq_CSD-PALLIZ-01-e')","('C12H12N3O1', 'C6H6N4', 'C3H9Ge1')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'Ge')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
245,False,,,C24H28N8Pd1,,non-planar tridentate,"('unq_CSD-PAKFUD-03-a', 'unq_CSD-PAHMOD-02-b', 'unq_CSD-PACLIO-01-a')","('C10H10N6', 'C10H12', 'C4H6N2')","(0.0, -2.0, 0.0)","('N-N-N', 'C-C', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
246,False,,,C56H40Br1N5O2P2Pd1S1,,clashing ligands,"('unq_CSD-PASWOY-03-a', 'unq_CSD-PAGVAW-02-a', 'unq_CSD-PAMSON-01-d')","('C11H5Br1N4O1', 'C36H28O1P2S1', 'C9H7N1')","(-2.0, 0.0, 0.0)","('N-N-O', 'P-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
247,True,58.0,YOZEPECO,C31H23Br1F4N4Pd1S2,de6c2f8059d0386472acbb4e4eb64886,no optimization,"('unq_CSD-PAWTIR-03-a', 'unq_CSD-PANGIW-02-a', 'unq_CSD-PEDXIF-01-f')","('C17H15N3S1', 'C14H7Br1F4N1', 'H1S1')","(0.0, -1.0, -1.0)","('C-N-N', 'C-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
248,False,,,C35H39N9Pd1S1,,clashing ligands,"('unq_CSD-PATSIN-03-a', 'unq_CSD-PAHWIE-02-a', 'unq_CSD-OZUREJ-01-a')","('C20H16N5', 'C4H3N2S1', 'C11H20N2')","(-1.0, -1.0, 0.0)","('C-N-N', 'N-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
