attempt,success,complex idx,complex name,stoichiometry,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
205,False,,,C65H54Br2N8O8Pd1,clashing ligands,"('unq_CSD-HOFKUL-03-a', 'unq_CSD-NUSZIN-02-a', 'unq_CSD-EREDUB-01-b')","('C19H15Br2N1O4', 'C28H18N4O2', 'C18H21N3O2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
206,False,,,C83H79B1F2N8O4P2Pd1,clashing ligands,"('unq_CSD-UCOSEL-03-a', 'unq_CSD-NONVOC-02-a', 'unq_CSD-LOHCUJ-01-d')","('C51H39N4O4P2', 'C15H18N2', 'C17H22B1F2N2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
207,False,,,C60H54Br2N6O6Pd1,non-planar tridentate,"('unq_CSD-SUSTIJ-03-a', 'unq_CSD-QADNUG-02-a', 'unq_CSD-FUVPET-01-a')","('C11H14N1O3', 'C15H16N2O1', 'C34H24Br2N3O2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
208,False,,,C28H30Cl1N9O3Pd1S1,non-planar tridentate,"('unq_CSD-BILTAS-03-a', 'unq_CSD-MEHZUU-02-a', 'unq_CSD-COWVER-01-b')","('C11H13N3O1S1', 'C5H7N5O2', 'C12H10Cl1N1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
209,False,,,C46H44Br1Cl2N5O1P2Pd1S2,clashing ligands,"('unq_CSD-CIDTOA-03-a', 'unq_CSD-LASGAN-02-a', 'unq_CSD-ZIGBAU-01-a')","('C14H9Br1Cl1N3O1S1', 'C25H21P2S1', 'C7H14Cl1N2')","(-2.0, -1.0, 1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
210,False,,,C69H120N5O2P3Pd1Si1,non-planar tridentate,"('unq_CSD-CEYMEB-03-a', 'unq_CSD-WEGHAU-02-a', 'unq_CSD-PAYGIH-01-a')","('C14H28N2O2Si1', 'C31H53N3P2', 'C24H39P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
211,False,,,C79H96N2O8P3Pd1Sb1,clashing ligands,"('unq_CSD-XUPJEY-03-a', 'unq_CSD-AJAKUS-02-a', 'unq_CSD-OCOPUS-01-a')","('C28H27O2P2', 'C18H24N2P1', 'C33H45O6Sb1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
212,False,,,C68H64N3O4P3Pd1S2,non-planar tridentate,"('unq_CSD-CUFZEK-03-a', 'unq_CSD-RIVZEC-02-a', 'unq_CSD-CIGLUA-01-a')","('C14H18N2O2S2', 'C33H30O1P2', 'C21H16N1O1P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
213,False,,,C71H97B2N5O2Pd1Si1,clashing ligands,"('unq_CSD-XAHVOU-03-a', 'unq_CSD-GAQZIL-02-a', 'unq_CSD-JAQKAN-01-d')","('C18H19N2O2', 'C40H62B2N2', 'C13H16N1Si1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
214,False,,,C43H55I1N7P1Pd1S1Si2,non-planar tridentate,"('unq_CSD-HAVKOH-03-a', 'unq_CSD-POPYUO-02-a', 'unq_CSD-QEFGEP-01-a')","('C21H19N3P1S1', 'C19H33N2Si2', 'C3H3I1N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
215,True,33.0,PIPUWOJU,C36H52N3O3P1Pd1S3,optimized,"('unq_CSD-XECQIH-03-a', 'unq_CSD-XIRGIQ-02-a', 'unq_CSD-CERMUJ-01-b')","('C11H13N3O1S1', 'C14H14O2S1', 'C11H25P1S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
216,False,,,C64H88As1N5O1Pd1,clashing ligands,"('unq_CSD-RIHXEO-03-a', 'unq_CSD-OWUNOM-02-a', 'unq_CSD-LARJIZ-01-b')","('C15H15N5', 'C28H40', 'C21H33As1O1')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
217,False,,,C40H37N4O5P1Pd1S2,clashing ligands,"('unq_CSD-QAMHOC-03-a', 'unq_CSD-QOWGIU-02-a', 'unq_CSD-COCQOB-01-a')","('C18H20N1P1', 'C14H10N1O2S1', 'C8H7N2O3S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
218,False,,,C73H51N7O5P2Pd1S2,clashing ligands,"('unq_CSD-BOPYEL-03-a', 'unq_CSD-MADREQ-02-a', 'unq_CSD-BEFHUS-01-b')","('C15H13N3O3S1', 'C46H30O2P2', 'C12H8N4S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
219,False,,,C63H48F5N5O6P2Pd1,clashing ligands,"('unq_CSD-ACUYUV-03-a', 'unq_CSD-XOXMEC-02-a', 'unq_CSD-LOHLEB-01-c')","('C14H3F5N4O6', 'C42H36P2', 'C7H9N1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
220,False,,,C43H40N8O2Pd1S1,clashing ligands,"('unq_CSD-HEXHOJ-03-a', 'unq_CSD-HAMCAC-02-a', 'unq_CSD-TIQTAO-01-b')","('C14H13N2O1', 'C13H12N3O1S1', 'C16H15N3')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
221,False,,,C59H71N3O6Pd1,non-planar tridentate,"('unq_CSD-POJREL-03-a', 'unq_CSD-TURTAD-02-b', 'unq_CSD-NEJWAB-01-d')","('C6H15N3', 'C31H43O6', 'C22H13')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
222,True,34.0,EQIZAFEF,C56H46F1N5O1Pd1S1Sn2,optimized,"('unq_CSD-QIQRAL-03-a', 'unq_CSD-QEWRIW-02-a', 'unq_CSD-PENLIE-01-a')","('C21H13N3', 'C15H12F1N2O1S1', 'C20H21Sn2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
223,False,,,C83H68N8O3P2Pd1,clashing ligands,"('unq_CSD-KEGNOD-03-a', 'unq_CSD-SASVUG-02-a', 'unq_CSD-OGIPEA-01-a')","('C28H24N3', 'C8H8N5O2', 'C47H36O1P2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
224,False,,,C58H59F6N9O1Pd1S2,clashing ligands,"('unq_CSD-KUCZEN-03-a', 'unq_CSD-SUKGEN-02-a', 'unq_CSD-WAWFEG-01-a')","('C14H12N3O1S2', 'C40H46N6', 'C4H1F6')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
225,False,,,C61H75F6N5P2Pd1S2,clashing ligands,"('unq_CSD-MIGFAK-03-a', 'unq_CSD-JINSEH-02-a', 'unq_CSD-ARIKIV-01-a')","('C24H49P2', 'C11H9N4', 'C26H17F6N1S2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
226,True,35.0,DEVELUCO,C28H28N6O3Pd1S1,optimized,"('unq_CSD-MEJJUJ-03-a', 'unq_CSD-KEJRAS-02-a', 'unq_CSD-FUXMUH-01-a')","('C16H14N2O3', 'C8H8N4', 'C4H6S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
227,False,,,C46H62N6O3Pd1,clashing ligands,"('unq_CSD-PORZIG-03-a', 'unq_CSD-RAFDAE-02-a', 'unq_CSD-LIHDEN-01-b')","('C11H9N4O1', 'C6H11O2', 'C29H42N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
228,False,,,C43H40N2O2P2Pd1S3,clashing ligands,"('unq_CSD-KAYSOU-03-a', 'unq_CSD-ROMFEE-02-a', 'unq_CSD-FUNRAH-01-a')","('C10H10N2S1', 'C32H27P2S1', 'C1H3O2S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
229,True,36.0,IJIROTEQ,C31H28F3N7O5Pd1,optimized,"('unq_CSD-KAFLUA-03-a', 'unq_CSD-AQITOJ-02-a', 'unq_CSD-QULQAR-01-c')","('C13H9N4O1', 'C6H6F3O3', 'C12H13N3O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
230,True,37.0,BOZUFOHE,C27H32N8O2Pd1S1,optimized,"('unq_CSD-SAHPAT-03-a', 'unq_CSD-XAEICU-02-a', 'unq_CSD-XAVFOT-01-a')","('C9H11N2O1S1', 'C16H16N1O1', 'C2H5N5')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
231,False,,,C55H55N4O7P1Pd1,clashing ligands,"('unq_CSD-VUGHEM-03-a', 'unq_CSD-GIXWOA-02-a', 'unq_CSD-YERMAK-01-b')","('C15H12N2O4', 'C28H23O2P1', 'C12H20N2O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
232,False,,,C54H55N3O2Pd1,clashing ligands,"('unq_CSD-CBUMOA-03-a', 'unq_CSD-GIGVEA-02-a', 'unq_CSD-BPMHGN-01-b')","('C22H15O1', 'C20H29N2O1', 'C12H11N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
233,False,,,C87H96N2O10P6Pd1S2,non-planar tridentate,"('unq_CSD-WAVLOV-03-a', 'unq_CSD-BUZHEM-02-a', 'unq_CSD-SOVWAE-01-a')","('C33H41N2O4P4S2', 'C43H40O5P2', 'C11H15O1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
234,False,,,C48H50N5O10P1Pd1,clashing ligands,"('unq_CSD-WISHEN-03-a', 'unq_CSD-YAQYOE-02-a', 'unq_CSD-HODGAI-01-b')","('C15H11N3O5', 'C21H18N1P1', 'C12H21N1O5')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
235,False,,,C41H70N2O4P2Pd1,clashing ligands,"('unq_CSD-SUHXUO-03-a', 'unq_CSD-LOQNEN-02-a', 'unq_CSD-SOHRUE-01-c')","('C21H45P2', 'C17H18N1O3', 'C3H7N1O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
236,False,,,C54H50N8O4Pd1Se1,clashing ligands,"('unq_CSD-XIGDAV-03-a', 'unq_CSD-QEMROS-02-b', 'unq_CSD-XEFDOC-01-c')","('C23H18N1Se1', 'C18H13N4O2', 'C13H19N3O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
237,False,,,C63H62N12O6Pd1S1,clashing ligands,"('unq_CSD-DOHQID-03-a', 'unq_CSD-FASYIK-02-a', 'unq_CSD-OSISOB-01-a')","('C33H25N5O6', 'C22H34N3', 'C8H3N4S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
238,False,,,C39H65Cl1Ge1N8Pd1S1Si4,clashing ligands,"('unq_CSD-LOFMOJ-03-a', 'unq_CSD-MAWRIM-02-a', 'unq_CSD-BASCAB-01-a')","('C17H14N5', 'C10H15N1S1', 'C12H36Cl1Ge1N2Si4')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
239,False,,,C43H58B1N11O5Pd1,non-planar tridentate,"('unq_CSD-HIJDOU-03-a', 'unq_CSD-LIJHOD-02-a', 'unq_CSD-ZIJYAS-01-b')","('C18H20B1N6', 'C16H25N2', 'C9H13N3O5')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
240,False,,,C90H115N1O4Pd1,non-planar tridentate,"('unq_CSD-POWMEV-03-a', 'unq_CSD-KEWZIV-02-a', 'unq_CSD-LUVRIF-01-d')","('C50H66O4', 'C8H14', 'C32H35N1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
241,False,,,C75H70B1F15N4O2P2Pd1,clashing ligands,"('unq_CSD-QARCIW-03-a', 'unq_CSD-EMEKOW-02-a', 'unq_CSD-NERWUE-01-b')","('C26H38N1P2', 'C30H14B1F15N1O2', 'C19H18N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
242,False,,,C70H54N6O1Pd1S2,clashing ligands,"('unq_CSD-OZUYOY-03-a', 'unq_CSD-CELVEU-02-a', 'unq_CSD-QEQXAM-01-d')","('C50H32N3', 'C8H8N1O1S1', 'C12H14N2S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
243,False,,,C67H68N6Pd1,clashing ligands,"('unq_CSD-LUXGUG-03-a', 'unq_CSD-DAJXUL-02-a', 'unq_CSD-KEBFOM-01-d')","('C25H27N3', 'C18H17N2', 'C24H24N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
244,True,38.0,OBEZIYON,C63H77N5O7Pd1,optimized,"('unq_CSD-QEJPOO-03-a', 'unq_CSD-IREZOX-02-a', 'unq_CSD-AZABOU-01-a')","('C13H10N2O1', 'C34H32N2O6', 'C16H35N1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
245,False,,,C48H48N8Pd1,clashing ligands,"('unq_CSD-OKIROP-03-a', 'unq_CSD-ERIKIA-02-a', 'unq_CSD-NOPFAB-01-a')","('C28H25N3', 'C7H6N5', 'C13H17')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
246,False,,,C28H38N4O6Pd1S1,clashing ligands,"('unq_CSD-MIDLAP-03-a', 'unq_CSD-DIHPOZ-02-a', 'unq_CSD-BIBGEY-01-a')","('C10H13N2O1S1', 'C14H18N2O4', 'C4H7O1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
247,False,,,C46H69N7O4Pd1S1,non-planar tridentate,"('unq_CSD-XAGBIQ-03-a', 'unq_CSD-COHVIF-02-a', 'unq_CSD-LUQMAM-01-a')","('C18H39N3', 'C22H25N4O2', 'C6H5O2S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
248,False,,,C45H39N9O2Pd1S1,clashing ligands,"('unq_CSD-FEDZAS-03-a', 'unq_CSD-LILVOS-02-b', 'unq_CSD-COCROC-01-a')","('C11H11N7O1', 'C25H18N1', 'C9H10N1O1S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
249,False,,,C59H70Ge1N4O1Pd1,clashing ligands,"('unq_CSD-YEXRUQ-03-a', 'unq_CSD-DUHTUY-02-a', 'unq_CSD-LIBTUL-01-c')","('C37H46Ge1N2', 'C17H16N1O1', 'C5H8N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
250,False,,,C30H23N3O4Pd1S5,non-planar tridentate,"('unq_CSD-REBQIY-03-a', 'unq_CSD-POFCUJ-02-a', 'unq_CSD-XERNAJ-01-a')","('C7H8O1S5', 'C10H7N2O2', 'C13H8N1O1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
251,False,,,C26H35N4O2P1Pd1Se2,non-planar tridentate,"('unq_CSD-TOTDIR-03-a', 'unq_CSD-ZAGBIV-02-a', 'unq_CSD-QUVKID-01-b')","('C15H12N4', 'C6H14P1Se2', 'C5H9O2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
252,False,,,C45H64N5O3P3Pd1S1,clashing ligands,"('unq_CSD-KAVGUN-03-a', 'unq_CSD-MAWYOY-02-a', 'unq_CSD-BOVGAW-01-a')","('C23H44N1P2', 'C15H12N3O1P1', 'C7H8N1O2S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
253,False,,,C72H74B1N4O2P1Pd1,non-planar tridentate,"('unq_CSD-NAYKOQ-03-a', 'unq_CSD-WAXWAV-02-a', 'unq_CSD-TUDSIW-01-a')","('C21H16N3O2', 'C37H35B1N1', 'C14H23P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
254,False,,,C49H39N4O5P1Pd1,clashing ligands,"('unq_CSD-TULJER-03-a', 'unq_CSD-PADMEM-02-a', 'unq_CSD-ETOGEZ-01-c')","('C18H12N2O4', 'C24H22N1P1', 'C7H5N1O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
255,False,,,C28H34F3N5O1Pd1,clashing ligands,"('unq_CSD-IDAGUP-03-a', 'unq_CSD-XEPJUX-02-a', 'unq_CSD-WAVGIM-01-b')","('C7H11', 'C10H14F3N2O1', 'C11H9N3')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
256,True,39.0,OTISOVOK,C54H49N7O6Pd1,optimized,"('unq_CSD-COJWUV-03-a', 'unq_CSD-WIZRIJ-02-a', 'unq_CSD-YAHRUU-01-e')","('C34H33N2', 'C15H12N1O4', 'C5H4N4O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
257,True,40.0,NIKOMATA,C36H34N7O1P1Pd1S1,optimized,"('unq_CSD-JAFFIJ-03-a', 'unq_CSD-RUHNEP-02-a', 'unq_CSD-PACLIR-01-a')","('C14H11N4O1', 'C19H14N3S1', 'C3H9P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
258,False,,,C66H74Br1F3N4O3P2Pd1S1,clashing ligands,"('unq_CSD-GAFBUN-03-a', 'unq_CSD-YOBXAO-02-a', 'unq_CSD-KIYVIZ-01-d')","('C18H19Br1N1O1S1', 'C37H45N3O2P2', 'C11H10F3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
259,True,41.0,ADIBAJAM,C49H44Cl2N8O3Pd1S1,optimized,"('unq_CSD-LONRIQ-03-a', 'unq_CSD-UNOGIQ-02-a', 'unq_CSD-IYITUH-01-b')","('C12H12N3', 'C17H18N3O2', 'C20H14Cl2N2O1S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
260,False,,,C39H45Cl1N7O3P1Pd1,clashing ligands,"('unq_CSD-TIYMOG-03-a', 'unq_CSD-XIZYAI-02-a', 'unq_CSD-SIZVUV-01-a')","('C18H26N2P1', 'C15H15N4O2', 'C6H4Cl1N1O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
261,False,,,C67H56N8O3P2Pd1,non-planar tridentate,"('unq_CSD-MOHZEO-03-a', 'unq_CSD-IYAWAI-02-a', 'unq_CSD-RUCBIC-01-a')","('C37H29N2P2', 'C23H18N6', 'C7H9O3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
262,False,,,C57H74F4N3O3P1Pd1,clashing ligands,"('unq_CSD-HAMWAX-03-a', 'unq_CSD-VIZYEK-02-a', 'unq_CSD-FUWMAN-01-a')","('C9H15', 'C7H6F1N2O2', 'C41H53F3N1O1P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
263,False,,,C53H64Cl1N10O6P1Pd1,clashing ligands,"('unq_CSD-KUBJOJ-03-a', 'unq_CSD-UVUBUK-02-a', 'unq_CSD-OZOMOI-01-c')","('C12H19N3O1P1', 'C15H11Cl1N5O4', 'C26H34N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
264,False,,,C50H69Br1N3O2P1Pd1S1Si1,clashing ligands,"('unq_CSD-IFIGAI-03-a', 'unq_CSD-BOQCAM-02-a', 'unq_CSD-IFITUP-01-a')","('C15H16N2O1', 'C23H26N1O1P1S1', 'C12H27Br1Si1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
265,False,,,C103H99F1N3O3P3Pd1Si2,clashing ligands,"('unq_CSD-IJOQOO-03-a', 'unq_CSD-QIRGUW-02-a', 'unq_CSD-MUNZUR-01-a')","('C30H22F1O2P2', 'C48H57N2O1Si2', 'C25H20N1P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
266,False,,,C68H80As1F3Ga1N7P2Pd1Si2,clashing ligands,"('unq_CSD-HAMKUE-03-b', 'unq_CSD-XUKKIA-02-a', 'unq_CSD-MISLOP-01-d')","('C13H12F3N3', 'C40H34N2P2', 'C15H34As1Ga1N2Si2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
267,False,,,C47H60F1N9O2Pd1S2,non-planar tridentate,"('unq_CSD-IXANIF-03-a', 'unq_CSD-OZOJUJ-02-a', 'unq_CSD-IQAPEV-01-a')","('C27H33F1N5', 'C6H16N2', 'C14H11N2O2S2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
268,False,,,C45H50F1N7O2Pd1S1,clashing ligands,"('unq_CSD-YUNBUF-03-a', 'unq_CSD-NOPTES-02-a', 'unq_CSD-LIPZOZ-01-a')","('C14H12N3O2', 'C20H23N3S1', 'C11H15F1N1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
269,False,,,C39H34Br1N7O1Pd1S1,clashing ligands,"('unq_CSD-MOSZOM-03-a', 'unq_CSD-KAMYEF-02-a', 'unq_CSD-KERYOX-01-d')","('C11H14Br1N2O1', 'C17H10N1S1', 'C11H10N4')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
270,False,,,C69H78F1N8O3P1Pd1Si4,clashing ligands,"('unq_CSD-TEPWAP-03-a', 'unq_CSD-FAFWUE-02-a', 'unq_CSD-FAGBAS-01-b')","('C22H14N4', 'C13H39N3P1Si4', 'C34H25F1N1O3')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
271,False,,,C66H70F1N5O1Pd1,non-planar tridentate,"('unq_CSD-GAZSIM-03-a', 'unq_CSD-XAEICU-02-a', 'unq_CSD-CAXKOE-01-a')","('C17H12F1N2', 'C16H16N1O1', 'C33H42N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
272,True,42.0,NEXEQOZA,C34H30N4O4Pd1S4,optimized,"('unq_CSD-EZEMUT-03-a', 'unq_CSD-LEDJEJ-02-a', 'unq_CSD-CEMQAN-01-a')","('C14H10N2O3', 'C9H13N1O1', 'C11H7N1S4')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
